obligacion;valor pago;fecha;cod
1023462786;$ 9.446.607;25/08/2020;recaudo
1023462787;$ 7.277.071;24/08/2020;recaudo
1023462788;$ 2.471.999;23/08/2020;recaudo
1023462789;$ 7.516.655;22/08/2020;recaudo
1023462790;$ 2.895.076;21/08/2020;recaudo
1023462791;$ 4.181.854;20/08/2020;recaudo
1023462792;$ 6.060.951;19/08/2020;recaudo
1023462793;$ 5.561.084;18/08/2020;recaudo
1023462794;$ 5.577.840;17/08/2020;recaudo
1023462795;$ 6.694.646;16/08/2020;recaudo
1023462796;$ 84.065;15/08/2020;recaudo
1023462797;$ 4.708.779;14/08/2020;recaudo
1023462798;$ 2.290.642;13/08/2020;recaudo
1023462799;$ 7.341.253;12/08/2020;recaudo
1023462800;$ 384.000;11/08/2020;recaudo
1023462801;$ 4.834.915;10/08/2020;recaudo
1023462802;$ 9.329.820;9/08/2020;recaudo
1023462803;$ 5.395.014;8/08/2020;recaudo
1023462804;$ 562.838;7/08/2020;recaudo
1023462805;$ 4.021.230;6/08/2020;recaudo
1023462806;$ 3.879.755;5/08/2020;recaudo
1023462807;$ 453.336;4/08/2020;recaudo
1023462808;$ 4.807.014;3/08/2020;recaudo
1023462809;$ 9.475.412;2/08/2020;recaudo
1023462810;$ 8.347.693;1/08/2020;recaudo
1023462811;$ 1.886.825;31/07/2020;recaudo
1023462812;$ 7.813.399;30/07/2020;recaudo
1023462813;$ 8.712.365;29/07/2020;recaudo
1023462814;$ 1.974.336;28/07/2020;recaudo
1023462815;$ 7.623.098;27/07/2020;recaudo
1023462816;$ 6.420.925;26/07/2020;recaudo
1023462817;$ 7.520.059;25/07/2020;recaudo
1023462818;$ 4.841.727;24/07/2020;recaudo
1023462819;$ 8.943.893;23/07/2020;recaudo
1023462820;$ 7.604.962;22/07/2020;recaudo
1023462821;$ 8.961.660;21/07/2020;recaudo
1023462822;$ 6.381.165;16/09/2020;recaudo
1023462823;$ 5.523.016;15/09/2020;recaudo
1023462824;$ 321.181;14/09/2020;recaudo
1023462825;$ 6.279.060;13/09/2020;recaudo
1023462826;$ 5.960.343;12/09/2020;recaudo
1023462827;$ 9.359.435;11/09/2020;recaudo
1023462828;$ 7.913.785;10/09/2020;recaudo
1023462829;$ 4.716.993;9/09/2020;recaudo
1023462830;$ 5.868.956;8/09/2020;recaudo
1023462831;$ 41.899;7/09/2020;recaudo
1023462832;$ 1.202.986;6/09/2020;recaudo
1023462833;$ 6.232.808;5/09/2020;recaudo
1023462834;$ 3.988.164;4/09/2020;recaudo
1023462835;$ 6.850.304;3/09/2020;recaudo
1023462836;$ 4.652.282;2/09/2020;recaudo
1023462837;$ 1.832.756;1/09/2020;recaudo
1023462838;$ 7.283.467;31/08/2020;recaudo
1023462839;$ 6.997.511;30/08/2020;recaudo
1023462840;$ 442.777;29/08/2020;recaudo
1023462841;$ 1.071.596;28/08/2020;recaudo
1023462842;$ 6.247.526;27/08/2020;recaudo
1023462843;$ 3.074.294;26/08/2020;recaudo
1023462844;$ 9.196.246;25/08/2020;recaudo
1023462845;$ 5.924.167;24/08/2020;recaudo
1023462846;$ 2.236.154;23/08/2020;recaudo
1023462847;$ 8.663.545;22/08/2020;recaudo
1023462848;$ 1.620.683;21/08/2020;recaudo
1023462849;$ 7.752.808;20/08/2020;recaudo
1023462850;$ 7.331.662;19/08/2020;recaudo
1023462851;$ 7.780.153;18/08/2020;recaudo
1023462852;$ 4.093.679;17/08/2020;recaudo
1023462853;$ 2.418.562;16/08/2020;recaudo
1023462854;$ 8.296.573;15/08/2020;recaudo
1023462855;$ 2.518.703;27/09/2020;recaudo
1023462856;$ 1.769.998;26/09/2020;recaudo
1023462857;$ 9.877.102;25/09/2020;recaudo
1023462858;$ 6.638.812;24/09/2020;recaudo
1023462859;$ 9.495.202;23/09/2020;recaudo
1023462860;$ 6.644.208;22/09/2020;recaudo
1023462861;$ 6.976.642;21/09/2020;recaudo
1023462862;$ 6.691.232;20/09/2020;recaudo
1023462863;$ 3.357.010;19/09/2020;recaudo
1023462864;$ 8.038.790;18/09/2020;recaudo
1023462865;$ 6.415.244;17/09/2020;recaudo
1023462866;$ 5.917.095;16/09/2020;recaudo
1023462867;$ 4.253.231;15/09/2020;recaudo
1023462868;$ 2.643.776;14/09/2020;recaudo
1023462869;$ 1.146.824;13/09/2020;recaudo
1023462870;$ 9.752.107;12/09/2020;recaudo
1023462871;$ 9.891.177;11/09/2020;recaudo
1023462872;$ 3.139.552;10/09/2020;recaudo
1023462873;$ 1.619.104;9/09/2020;recaudo
1023462874;$ 7.578.362;8/09/2020;recaudo
1023462875;$ 1.918.621;7/09/2020;recaudo
1023462876;$ 1.285.983;6/09/2020;recaudo
1023462877;$ 462.002;5/09/2020;recaudo
1023462878;$ 2.124.794;4/09/2020;recaudo
1023462879;$ 2.240.633;3/09/2020;recaudo
1023462880;$ 1.117.840;2/09/2020;recaudo
1023462881;$ 3.924.575;1/09/2020;recaudo
1023462882;$ 6.731.970;31/08/2020;recaudo
1023462883;$ 9.796.052;30/08/2020;recaudo
1023462884;$ 8.261.192;29/08/2020;recaudo
1023462885;$ 8.289.596;28/08/2020;recaudo
1023462886;$ 6.852.988;27/08/2020;recaudo
1023462887;$ 7.594.686;26/08/2020;recaudo
1023462888;$ 2.066.763;25/08/2020;recaudo
1023462889;$ 7.552.140;24/08/2020;recaudo
1023462890;$ 1.614.820;23/08/2020;recaudo
1023462891;$ 4.623.274;22/08/2020;recaudo
1023462892;$ 6.135.981;21/08/2020;recaudo
1023462893;$ 5.490.564;20/08/2020;recaudo
1023462894;$ 7.875.092;19/08/2020;recaudo
1023462895;$ 3.744.756;18/08/2020;recaudo
1023462896;$ 384.763;17/08/2020;recaudo
1023462897;$ 3.503.841;16/08/2020;recaudo
1023462898;$ 741.967;15/08/2020;recaudo
1023462899;$ 3.265.489;14/08/2020;recaudo
1023462900;$ 6.670.548;13/08/2020;recaudo
1023462901;$ 9.033.061;12/08/2020;recaudo
1023462902;$ 7.823.982;11/08/2020;recaudo
1023462903;$ 654.738;10/08/2020;recaudo
1023462904;$ 5.152.275;9/08/2020;recaudo
1023462905;$ 1.073.107;8/08/2020;recaudo
1023462906;$ 6.669.213;7/08/2020;recaudo
1023462907;$ 3.254.215;6/08/2020;recaudo
1023462908;$ 7.563.438;5/08/2020;recaudo
1023462909;$ 7.805.538;4/08/2020;recaudo
1023462910;$ 8.448.491;3/08/2020;recaudo
1023462911;$ 5.252.260;2/08/2020;recaudo
1023462912;$ 6.825.802;1/08/2020;recaudo
1023462913;$ 9.169.864;31/07/2020;recaudo
1023462914;$ 9.677.309;30/07/2020;recaudo
1023462915;$ 8.859.114;29/07/2020;recaudo
1023462916;$ 2.768.850;28/07/2020;recaudo
1023462917;$ 5.382.628;27/07/2020;recaudo
1023462918;$ 5.714.865;26/07/2020;recaudo
1023462919;$ 2.428.184;25/07/2020;recaudo
1023462920;$ 9.754.339;24/07/2020;recaudo
1023462921;$ 1.940.488;23/07/2020;recaudo
1023462922;$ 7.574.724;22/07/2020;recaudo
1023462923;$ 6.396.174;21/07/2020;recaudo
1023462924;$ 4.219.848;16/09/2020;recaudo
1023462925;$ 1.078.912;15/09/2020;recaudo
1023462926;$ 2.198.758;14/09/2020;recaudo
1023462927;$ 9.330.568;13/09/2020;recaudo
1023462928;$ 4.989.071;12/09/2020;recaudo
1023462929;$ 2.366.676;11/09/2020;recaudo
1023462930;$ 1.183.136;10/09/2020;recaudo
1023462931;$ 1.193.696;9/09/2020;recaudo
1023462932;$ 5.259.109;8/09/2020;recaudo
1023462933;$ 3.591.575;7/09/2020;recaudo
1023462934;$ 2.977.899;6/09/2020;recaudo
1023462935;$ 1.091.203;5/09/2020;recaudo
1023462936;$ 4.706.930;4/09/2020;recaudo
1023462937;$ 9.945.127;3/09/2020;recaudo
1023462938;$ 8.766.256;2/09/2020;recaudo
1023462939;$ 4.447.162;1/09/2020;recaudo
1023462940;$ 2.171.944;31/08/2020;recaudo
1023462941;$ 8.717.463;30/08/2020;recaudo
1023462942;$ 2.637.686;29/08/2020;recaudo
1023462943;$ 3.603.104;28/08/2020;recaudo
1023462944;$ 8.912.401;27/08/2020;recaudo
1023462945;$ 4.865.853;26/08/2020;recaudo
1023462946;$ 9.225.119;25/08/2020;recaudo
1023462947;$ 1.928.070;24/08/2020;recaudo
1023462948;$ 6.239.285;23/08/2020;recaudo
1023462949;$ 4.587.963;22/08/2020;recaudo
1023462950;$ 6.887.778;21/08/2020;recaudo
1023462951;$ 3.698.965;20/08/2020;recaudo
1023462952;$ 3.470.279;19/08/2020;recaudo
1023462953;$ 5.952.051;18/08/2020;recaudo
1023462954;$ 1.650.578;17/08/2020;recaudo
1023462955;$ 8.144.342;16/08/2020;recaudo
1023462956;$ 5.847.696;15/08/2020;recaudo
1023462957;$ 9.359.320;27/09/2020;recaudo
1023462958;$ 4.610.565;26/09/2020;recaudo
1023462959;$ 8.142.293;25/09/2020;recaudo
1023462960;$ 9.167.366;24/09/2020;recaudo
1023462961;$ 4.088.676;23/09/2020;recaudo
1023462962;$ 4.323.372;22/09/2020;recaudo
1023462963;$ 7.712.386;21/09/2020;recaudo
1023462964;$ 5.720.803;20/09/2020;recaudo
1023462965;$ 2.113.764;19/09/2020;recaudo
1023462966;$ 8.549.426;18/09/2020;recaudo
1023462967;$ 9.753.624;17/09/2020;recaudo
1023462968;$ 7.629.926;16/09/2020;recaudo
1023462969;$ 1.935.949;15/09/2020;recaudo
1023462970;$ 9.701.541;14/09/2020;recaudo
1023462971;$ 333.710;13/09/2020;recaudo
1023462972;$ 541.391;12/09/2020;recaudo
1023462973;$ 9.971.871;11/09/2020;recaudo
1023462974;$ 1.652.266;10/09/2020;recaudo
1023462975;$ 260.483;9/09/2020;recaudo
1023462976;$ 257.997;8/09/2020;recaudo
1023462977;$ 2.032.690;7/09/2020;recaudo
1023462978;$ 3.631.625;6/09/2020;recaudo
1023462979;$ 625.214;5/09/2020;recaudo
1023462980;$ 3.952.954;4/09/2020;recaudo
1023462981;$ 5.331.706;3/09/2020;recaudo
1023462982;$ 3.813.085;2/09/2020;recaudo
1023462983;$ 7.337.946;1/09/2020;recaudo
1023462984;$ 8.397.440;31/08/2020;recaudo
1023462985;$ 9.289.260;30/08/2020;recaudo
1023462986;$ 2.666.459;29/08/2020;recaudo
1023462987;$ 4.989.306;28/08/2020;recaudo
1023462988;$ 3.305.509;27/08/2020;recaudo
1023462989;$ 9.335.668;26/08/2020;recaudo
1023462990;$ 1.030.639;25/08/2020;recaudo
1023462991;$ 981.029;24/08/2020;recaudo
1023462992;$ 9.276.889;23/08/2020;recaudo
1023462993;$ 2.852.811;22/08/2020;recaudo
1023462994;$ 7.372.444;21/08/2020;recaudo
1023462995;$ 2.721.398;20/08/2020;recaudo
1023462996;$ 8.275.394;19/08/2020;recaudo
1023462997;$ 3.155.755;18/08/2020;recaudo
1023462998;$ 2.575.639;17/08/2020;recaudo
1023462999;$ 4.678.434;16/08/2020;recaudo
1023463000;$ 4.238.511;15/08/2020;recaudo
1023463001;$ 42.136;14/08/2020;recaudo
1023463002;$ 5.588.060;13/08/2020;recaudo
1023463003;$ 1.209.990;12/08/2020;recaudo
1023463004;$ 9.952.417;11/08/2020;recaudo
1023463005;$ 3.246.429;10/08/2020;recaudo
1023463006;$ 3.579.461;9/08/2020;recaudo
1023463007;$ 7.179.044;8/08/2020;recaudo
1023463008;$ 6.484.889;7/08/2020;recaudo
1023463009;$ 3.046.066;6/08/2020;recaudo
1023463010;$ 39.735;5/08/2020;recaudo
1023463011;$ 5.283.504;4/08/2020;recaudo
1023463012;$ 3.638.917;3/08/2020;recaudo
1023463013;$ 6.254.462;2/08/2020;recaudo
1023463014;$ 6.523.050;1/08/2020;recaudo
1023463015;$ 3.701.715;31/07/2020;recaudo
1023463016;$ 30.175;30/07/2020;recaudo
1023463017;$ 9.982.545;29/07/2020;recaudo
1023463018;$ 7.775.055;28/07/2020;recaudo
1023463019;$ 9.548.379;27/07/2020;recaudo
1023463020;$ 6.284.403;26/07/2020;recaudo
1023463021;$ 2.381.526;25/07/2020;recaudo
1023463022;$ 5.889.236;24/07/2020;recaudo
1023463023;$ 1.713.092;23/07/2020;recaudo
1023463024;$ 2.317.070;22/07/2020;recaudo
1023463025;$ 4.608.765;21/07/2020;recaudo
1023463026;$ 6.776.749;16/09/2020;recaudo
1023463027;$ 7.029.364;15/09/2020;recaudo
1023463028;$ 4.354.712;14/09/2020;recaudo
1023463029;$ 8.660.678;13/09/2020;recaudo
1023463030;$ 754.917;12/09/2020;recaudo
1023463031;$ 7.567.171;11/09/2020;recaudo
1023463032;$ 9.606.026;10/09/2020;recaudo
1023463033;$ 485.360;9/09/2020;recaudo
1023463034;$ 7.763.700;8/09/2020;recaudo
1023463035;$ 9.912.403;7/09/2020;recaudo
1023463036;$ 5.252.146;6/09/2020;recaudo
1023463037;$ 6.371.970;5/09/2020;recaudo
1023463038;$ 2.613.778;4/09/2020;recaudo
1023463039;$ 1.474.388;3/09/2020;recaudo
1023463040;$ 6.325.679;2/09/2020;recaudo
1023463041;$ 296.718;1/09/2020;recaudo
1023463042;$ 6.077.746;31/08/2020;recaudo
1023463043;$ 8.719.193;30/08/2020;recaudo
1023463044;$ 7.633.366;29/08/2020;recaudo
1023463045;$ 7.414.169;28/08/2020;recaudo
1023463046;$ 1.849.428;27/08/2020;recaudo
1023463047;$ 626.299;26/08/2020;recaudo
1023463048;$ 7.400.550;25/08/2020;recaudo
1023463049;$ 1.998.500;24/08/2020;recaudo
1023463050;$ 4.427.323;23/08/2020;recaudo
1023463051;$ 5.278.993;22/08/2020;recaudo
1023463052;$ 2.011.209;21/08/2020;recaudo
1023463053;$ 4.441.023;20/08/2020;recaudo
1023463054;$ 4.746.193;19/08/2020;recaudo
1023463055;$ 7.105.382;18/08/2020;recaudo
1023463056;$ 6.187.568;17/08/2020;recaudo
1023463057;$ 6.047.351;16/08/2020;recaudo
1023463058;$ 3.888.530;15/08/2020;recaudo
1023463059;$ 9.370.825;27/09/2020;recaudo
1023463060;$ 5.714.646;26/09/2020;recaudo
1023463061;$ 512.117;25/09/2020;recaudo
1023463062;$ 938.135;24/09/2020;recaudo
1023463063;$ 9.299.916;23/09/2020;recaudo
1023463064;$ 4.636.006;22/09/2020;recaudo
1023463065;$ 8.555.787;21/09/2020;recaudo
1023463066;$ 2.173.400;20/09/2020;recaudo
1023463067;$ 9.526.034;19/09/2020;recaudo
1023463068;$ 5.595.925;18/09/2020;recaudo
1023463069;$ 7.620.722;17/09/2020;recaudo
1023463070;$ 2.520.994;16/09/2020;recaudo
1023463071;$ 326.168;15/09/2020;recaudo
1023463072;$ 5.077.834;14/09/2020;recaudo
1023463073;$ 5.155.807;13/09/2020;recaudo
1023463074;$ 2.098.385;12/09/2020;recaudo
1023463075;$ 7.285.239;11/09/2020;recaudo
1023463076;$ 7.097.933;10/09/2020;recaudo
1023463077;$ 2.235.740;9/09/2020;recaudo
1023463078;$ 3.399.788;8/09/2020;recaudo
1023463079;$ 4.965.282;7/09/2020;recaudo
1023463080;$ 4.533.533;6/09/2020;recaudo
1023463081;$ 6.744.996;5/09/2020;recaudo
1023463082;$ 7.398.201;4/09/2020;recaudo
1023463083;$ 1.062.325;3/09/2020;recaudo
1023463084;$ 3.612.502;2/09/2020;recaudo
1023463085;$ 3.484.488;1/09/2020;recaudo
1023463086;$ 6.776.293;31/08/2020;recaudo
1023463087;$ 8.907.904;30/08/2020;recaudo
1023463088;$ 1.575.813;29/08/2020;recaudo
1023463089;$ 4.774.683;28/08/2020;recaudo
1023463090;$ 6.960.420;27/08/2020;recaudo
1023463091;$ 7.869.731;26/08/2020;recaudo
1023463092;$ 7.111.426;25/08/2020;recaudo
1023463093;$ 3.937.428;24/08/2020;recaudo
1023463094;$ 7.796.774;23/08/2020;recaudo
1023463095;$ 971.666;22/08/2020;recaudo
1023463096;$ 7.289.035;21/08/2020;recaudo
1023463097;$ 7.130.885;20/08/2020;recaudo
1023463098;$ 6.159.476;19/08/2020;recaudo
1023463099;$ 5.620.639;18/08/2020;recaudo
1023463100;$ 9.564.044;17/08/2020;recaudo
1023463101;$ 4.849.054;16/08/2020;recaudo
1023463102;$ 1.620.323;15/08/2020;recaudo
1023463103;$ 9.675.256;14/08/2020;recaudo
1023463104;$ 3.029.104;13/08/2020;recaudo
1023463105;$ 3.862.960;12/08/2020;recaudo
1023463106;$ 4.842.892;11/08/2020;recaudo
1023463107;$ 8.694.560;10/08/2020;recaudo
1023463108;$ 7.784.712;9/08/2020;recaudo
1023463109;$ 8.926.853;8/08/2020;recaudo
1023463110;$ 7.263.893;7/08/2020;recaudo
1023463111;$ 1.065.119;6/08/2020;recaudo
1023463112;$ 2.791.168;5/08/2020;recaudo
1023463113;$ 3.792.784;4/08/2020;recaudo
1023463114;$ 250.853;3/08/2020;recaudo
1023463115;$ 9.132.488;2/08/2020;recaudo
1023463116;$ 9.193.152;1/08/2020;recaudo
1023463117;$ 8.742.763;31/07/2020;recaudo
1023463118;$ 4.567.927;30/07/2020;recaudo
1023463119;$ 6.719.450;29/07/2020;recaudo
1023463120;$ 645.733;28/07/2020;recaudo
1023463121;$ 3.944.137;27/07/2020;recaudo
1023463122;$ 9.841.401;26/07/2020;recaudo
1023463123;$ 2.879.383;25/07/2020;recaudo
1023463124;$ 4.457.449;24/07/2020;recaudo
1023463125;$ 7.681.419;23/07/2020;recaudo
1023463126;$ 2.043.906;22/07/2020;recaudo
1023463127;$ 8.283.726;21/07/2020;recaudo
1023463128;$ 3.212.141;16/09/2020;recaudo
1023463129;$ 6.442.181;15/09/2020;recaudo
1023463130;$ 4.057.468;14/09/2020;recaudo
1023463131;$ 4.198.930;13/09/2020;recaudo
1023463132;$ 4.832.357;12/09/2020;recaudo
1023463133;$ 8.620.592;11/09/2020;recaudo
1023463134;$ 437.381;10/09/2020;recaudo
1023463135;$ 4.323.921;9/09/2020;recaudo
1023463136;$ 2.794.744;8/09/2020;recaudo
1023463137;$ 4.824.248;7/09/2020;recaudo
1023463138;$ 9.670.835;6/09/2020;recaudo
1023463139;$ 8.529.723;5/09/2020;recaudo
1023463140;$ 8.648.290;4/09/2020;recaudo
1023463141;$ 2.833.542;3/09/2020;recaudo
1023463142;$ 2.598.148;2/09/2020;recaudo
1023463143;$ 4.962.954;1/09/2020;recaudo
1023463144;$ 1.654.933;31/08/2020;recaudo
1023463145;$ 1.427.068;30/08/2020;recaudo
1023463146;$ 7.599.984;29/08/2020;recaudo
1023463147;$ 9.651.528;28/08/2020;recaudo
1023463148;$ 5.917.501;27/08/2020;recaudo
1023463149;$ 7.793.442;26/08/2020;recaudo
1023463150;$ 6.989.704;25/08/2020;recaudo
1023463151;$ 644.374;24/08/2020;recaudo
1023463152;$ 8.141.081;23/08/2020;recaudo
1023463153;$ 515.125;22/08/2020;recaudo
1023463154;$ 187.978;21/08/2020;recaudo
1023463155;$ 8.304.723;20/08/2020;recaudo
1023463156;$ 3.157.274;19/08/2020;recaudo
1023463157;$ 7.280.088;18/08/2020;recaudo
1023463158;$ 7.047.961;17/08/2020;recaudo
1023463159;$ 4.367.898;16/08/2020;recaudo
1023463160;$ 388.999;15/08/2020;recaudo
1023463161;$ 5.174.926;27/09/2020;recaudo
1023463162;$ 2.404.475;26/09/2020;recaudo
1023463163;$ 5.199.725;25/09/2020;recaudo
1023463164;$ 3.688.539;24/09/2020;recaudo
1023463165;$ 1.134.419;23/09/2020;recaudo
1023463166;$ 6.672.032;22/09/2020;recaudo
1023463167;$ 2.473.437;21/09/2020;recaudo
1023463168;$ 5.273.815;20/09/2020;recaudo
1023463169;$ 6.462.716;19/09/2020;recaudo
1023463170;$ 8.580.537;18/09/2020;recaudo
1023463171;$ 825.032;17/09/2020;recaudo
1023463172;$ 4.989.612;16/09/2020;recaudo
1023463173;$ 8.732.819;15/09/2020;recaudo
1023463174;$ 2.941.568;14/09/2020;recaudo
1023463175;$ 2.744.954;13/09/2020;recaudo
1023463176;$ 1.914.134;12/09/2020;recaudo
1023463177;$ 2.707.020;11/09/2020;recaudo
1023463178;$ 2.165.053;10/09/2020;recaudo
1023463179;$ 8.586.836;9/09/2020;recaudo
1023463180;$ 3.610.041;8/09/2020;recaudo
1023463181;$ 6.050.058;7/09/2020;recaudo
1023463182;$ 7.259.413;6/09/2020;recaudo
1023463183;$ 6.626.948;5/09/2020;recaudo
1023463184;$ 6.801.928;4/09/2020;recaudo
1023463185;$ 6.849.655;3/09/2020;recaudo
1023463186;$ 9.912.091;2/09/2020;recaudo
1023463187;$ 9.122.852;1/09/2020;recaudo
1023463188;$ 2.309.166;31/08/2020;recaudo
1023463189;$ 6.621.480;30/08/2020;recaudo
1023463190;$ 923.280;29/08/2020;recaudo
1023463191;$ 7.360.723;28/08/2020;recaudo
1023463192;$ 9.920.399;27/08/2020;recaudo
1023463193;$ 2.799.012;26/08/2020;recaudo
1023463194;$ 5.016.161;25/08/2020;recaudo
1023463195;$ 3.754.535;24/08/2020;recaudo
1023463196;$ 9.376.242;23/08/2020;recaudo
1023463197;$ 161.277;22/08/2020;recaudo
1023463198;$ 1.089.561;21/08/2020;recaudo
1023463199;$ 9.813.571;20/08/2020;recaudo
1023463200;$ 7.923.299;19/08/2020;recaudo
1023463201;$ 5.189.042;18/08/2020;recaudo
1023463202;$ 3.775.246;17/08/2020;recaudo
1023463203;$ 1.409.321;16/08/2020;recaudo
1023463204;$ 3.888.987;15/08/2020;recaudo
1023463205;$ 7.813.832;14/08/2020;recaudo
1023463206;$ 1.959.627;13/08/2020;recaudo
1023463207;$ 5.323.134;12/08/2020;recaudo
1023463208;$ 2.869.557;11/08/2020;recaudo
1023463209;$ 597.214;10/08/2020;recaudo
1023463210;$ 8.523.079;9/08/2020;recaudo
1023463211;$ 6.333.951;8/08/2020;recaudo
1023463212;$ 6.917.322;7/08/2020;recaudo
1023463213;$ 6.600.908;6/08/2020;recaudo
1023463214;$ 7.744.517;5/08/2020;recaudo
1023463215;$ 3.541.100;4/08/2020;recaudo
1023463216;$ 4.725.791;3/08/2020;recaudo
1023463217;$ 559.675;2/08/2020;recaudo
1023463218;$ 64.663;1/08/2020;recaudo
1023463219;$ 4.284.457;31/07/2020;recaudo
1023463220;$ 9.671.824;30/07/2020;recaudo
1023463221;$ 6.509.722;29/07/2020;recaudo
1023463222;$ 2.906.523;28/07/2020;recaudo
1023463223;$ 5.484.716;27/07/2020;recaudo
1023463224;$ 7.191.568;26/07/2020;recaudo
1023463225;$ 6.775.652;25/07/2020;recaudo
1023463226;$ 1.209.375;24/07/2020;recaudo
1023463227;$ 4.296.654;23/07/2020;recaudo
1023463228;$ 2.190.779;22/07/2020;recaudo
1023463229;$ 8.329.961;21/07/2020;recaudo
1023463230;$ 8.586.228;16/09/2020;recaudo
1023463231;$ 3.804.200;15/09/2020;recaudo
1023463232;$ 8.091.915;14/09/2020;recaudo
1023463233;$ 9.152.747;13/09/2020;recaudo
1023463234;$ 4.932.698;12/09/2020;recaudo
1023463235;$ 9.053.788;11/09/2020;recaudo
1023463236;$ 4.292.105;10/09/2020;recaudo
1023463237;$ 1.796.002;9/09/2020;recaudo
1023463238;$ 4.894.183;8/09/2020;recaudo
1023463239;$ 2.144.845;7/09/2020;recaudo
1023463240;$ 2.082.918;6/09/2020;recaudo
1023463241;$ 8.731.169;5/09/2020;recaudo
1023463242;$ 4.532.676;4/09/2020;recaudo
1023463243;$ 4.142.732;3/09/2020;recaudo
1023463244;$ 8.079.582;2/09/2020;recaudo
1023463245;$ 2.939.811;1/09/2020;recaudo
1023463246;$ 7.792.987;31/08/2020;recaudo
1023463247;$ 9.765.792;30/08/2020;recaudo
1023463248;$ 4.167.182;29/08/2020;recaudo
1023463249;$ 5.142.900;28/08/2020;recaudo
1023463250;$ 1.331.267;27/08/2020;recaudo
1023463251;$ 4.531.442;26/08/2020;recaudo
1023463252;$ 3.181.486;25/08/2020;recaudo
1023463253;$ 5.056.655;24/08/2020;recaudo
1023463254;$ 7.987.719;23/08/2020;recaudo
1023463255;$ 1.666.381;22/08/2020;recaudo
1023463256;$ 1.659.658;21/08/2020;recaudo
1023463257;$ 5.871.611;20/08/2020;recaudo
1023463258;$ 2.732.587;19/08/2020;recaudo
1023463259;$ 5.199.466;18/08/2020;recaudo
1023463260;$ 2.253.515;17/08/2020;recaudo
1023463261;$ 4.547.118;16/08/2020;recaudo
1023463262;$ 4.483.097;15/08/2020;recaudo
1023463263;$ 4.586.396;27/09/2020;recaudo
1023463264;$ 7.256.611;26/09/2020;recaudo
1023463265;$ 3.460.574;25/09/2020;recaudo
1023463266;$ 3.579.468;24/09/2020;recaudo
1023463267;$ 8.844.365;23/09/2020;recaudo
1023463268;$ 5.319.671;22/09/2020;recaudo
1023463269;$ 184.190;21/09/2020;recaudo
1023463270;$ 6.568.725;20/09/2020;recaudo
1023463271;$ 923.085;19/09/2020;recaudo
1023463272;$ 3.838.713;18/09/2020;recaudo
1023463273;$ 6.949.836;17/09/2020;recaudo
1023463274;$ 3.278.701;16/09/2020;recaudo
1023463275;$ 5.973.508;15/09/2020;recaudo
1023463276;$ 8.333.660;14/09/2020;recaudo
1023463277;$ 8.304.035;13/09/2020;recaudo
1023463278;$ 6.507.207;12/09/2020;recaudo
1023463279;$ 2.478.858;11/09/2020;recaudo
1023463280;$ 1.930.556;10/09/2020;recaudo
1023463281;$ 4.980.901;9/09/2020;recaudo
1023463282;$ 2.688.341;8/09/2020;recaudo
1023463283;$ 6.037.782;7/09/2020;recaudo
1023463284;$ 2.566.359;6/09/2020;recaudo
1023463285;$ 2.095.789;5/09/2020;recaudo
1023463286;$ 8.221.713;4/09/2020;recaudo
1023463287;$ 2.982.855;3/09/2020;recaudo
1023463288;$ 3.068.054;2/09/2020;recaudo
1023463289;$ 512.021;1/09/2020;recaudo
1023463290;$ 5.811.572;31/08/2020;recaudo
1023463291;$ 4.749.933;30/08/2020;recaudo
1023463292;$ 548.188;29/08/2020;recaudo
1023463293;$ 2.732.122;28/08/2020;recaudo
1023463294;$ 1.780.574;27/08/2020;recaudo
1023463295;$ 8.149.448;26/08/2020;recaudo
1023463296;$ 3.026.342;25/08/2020;recaudo
1023463297;$ 7.507.811;24/08/2020;recaudo
1023463298;$ 9.700.232;23/08/2020;recaudo
1023463299;$ 6.189.276;22/08/2020;recaudo
1023463300;$ 1.183.044;21/08/2020;recaudo
1023463301;$ 9.822.769;20/08/2020;recaudo
1023463302;$ 7.420.587;19/08/2020;recaudo
1023463303;$ 8.470.626;18/08/2020;recaudo
1023463304;$ 5.508.455;17/08/2020;recaudo
1023463305;$ 1.592.813;16/08/2020;recaudo
1023463306;$ 2.222.985;15/08/2020;recaudo
1023463307;$ 4.664.470;14/08/2020;recaudo
1023463308;$ 8.389.792;13/08/2020;recaudo
1023463309;$ 1.531.894;12/08/2020;recaudo
1023463310;$ 5.406.317;11/08/2020;recaudo
1023463311;$ 6.079.840;10/08/2020;recaudo
1023463312;$ 5.712.445;9/08/2020;recaudo
1023463313;$ 2.358.114;8/08/2020;recaudo
1023463314;$ 3.333.084;7/08/2020;recaudo
1023463315;$ 9.760.196;6/08/2020;recaudo
1023463316;$ 6.572.926;5/08/2020;recaudo
1023463317;$ 3.877.191;4/08/2020;recaudo
1023463318;$ 5.133.755;3/08/2020;recaudo
1023463319;$ 721.804;2/08/2020;recaudo
1023463320;$ 877.995;1/08/2020;recaudo
1023463321;$ 3.045.416;31/07/2020;recaudo
1023463322;$ 3.248.646;30/07/2020;recaudo
1023463323;$ 1.850.139;29/07/2020;recaudo
1023463324;$ 531.577;28/07/2020;recaudo
1023463325;$ 3.965.037;27/07/2020;recaudo
1023463326;$ 6.103.087;26/07/2020;recaudo
